Updated On,State,Total Doses Administered,First Dose Administered,Second Dose Administered
13/07/2021,Dadra and Nagar Haveli and Daman and Diu,,,
14/07/2021,Dadra and Nagar Haveli and Daman and Diu,,,
15/07/2021,Dadra and Nagar Haveli and Daman and Diu,,,
16/01/2021,Delhi,892,892,0
17/01/2021,Delhi,1005,1005,0
18/01/2021,Delhi,1366,1366,0
19/01/2021,Delhi,3041,3041,0
20/01/2021,Delhi,3041,3041,0
21/01/2021,Delhi,5308,5308,0
22/01/2021,Delhi,5331,5331,0
23/01/2021,Delhi,12312,12312,0
24/01/2021,Delhi,12614,12614,0
25/01/2021,Delhi,20373,20373,0
26/01/2021,Delhi,20427,20427,0
27/01/2021,Delhi,27603,27603,0
28/01/2021,Delhi,35881,35881,0
29/01/2021,Delhi,35937,35937,0
30/01/2021,Delhi,44758,44758,0
31/01/2021,Delhi,44840,44840,0
1/2/2021,Delhi,52760,52760,0
2/2/2021,Delhi,62086,62086,0
3/2/2021,Delhi,69462,69462,0
4/2/2021,Delhi,78948,78948,0
5/2/2021,Delhi,88045,88045,0
6/2/2021,Delhi,97492,97492,0
7/2/2021,Delhi,97495,97495,0
8/2/2021,Delhi,107116,107116,0
9/2/2021,Delhi,119917,119917,0
10/2/2021,Delhi,134600,134600,0
11/2/2021,Delhi,150348,150348,0
12/2/2021,Delhi,164976,164976,0
13/02/2021,Delhi,180141,178174,1967
14/02/2021,Delhi,180143,178176,1967
15/02/2021,Delhi,197031,192891,4140
16/02/2021,Delhi,214273,207447,6826
17/02/2021,Delhi,231544,223511,8033
18/02/2021,Delhi,252843,241096,11747
19/02/2021,Delhi,283629,270025,13604
20/02/2021,Delhi,309410,291137,18273
21/02/2021,Delhi,309419,291146,18273
22/02/2021,Delhi,336544,312680,23864
23/02/2021,Delhi,356662,330559,26103
24/02/2021,Delhi,375038,344481,30557
25/02/2021,Delhi,393471,357350,36121
26/02/2021,Delhi,406431,367699,38732
27/02/2021,Delhi,406431,367699,38732
28/02/2021,Delhi,406431,367699,38732
1/3/2021,Delhi,406431,367699,38732
2/3/2021,Delhi,428377,383386,44991
3/3/2021,Delhi,443842,394019,49823
4/3/2021,Delhi,460312,405213,55099
5/3/2021,Delhi,475589,414969,60620
6/3/2021,Delhi,495154,426890,68264
7/3/2021,Delhi,495243,426957,68286
8/3/2021,Delhi,516188,440429,75759
9/3/2021,Delhi,480051,395281,84770
10/3/2021,Delhi,498624,405377,93247
11/3/2021,Delhi,516448,415349,101099
12/3/2021,Delhi,535790,425063,110727
13/03/2021,Delhi,560366,438850,121516
14/03/2021,Delhi,560392,438862,121530
15/03/2021,Delhi,585854,453718,132136
16/03/2021,Delhi,682847,539287,143560
17/03/2021,Delhi,884805,731870,152935
18/03/2021,Delhi,925610,758842,166768
19/03/2021,Delhi,954512,776830,177682
20/03/2021,Delhi,1002671,810104,192567
21/03/2021,Delhi,1004072,811261,192811
22/03/2021,Delhi,1046767,839942,206825
23/03/2021,Delhi,1090763,871370,219393
24/03/2021,Delhi,1115802,889115,226687
25/03/2021,Delhi,1158650,923806,234844
26/03/2021,Delhi,1180586,941076,239510
27/03/2021,Delhi,1222108,977993,244115
28/03/2021,Delhi,1222713,978569,244144
29/03/2021,Delhi,1222719,978572,244147
30/03/2021,Delhi,1265239,1013442,251797
31/03/2021,Delhi,1294057,1034327,259730
1/4/2021,Delhi,1355145,1087850,267295
2/4/2021,Delhi,1427069,1152888,274181
3/4/2021,Delhi,1493167,1211419,281748
4/4/2021,Delhi,1578252,1290748,287504
5/4/2021,Delhi,1649227,1352825,296402
6/4/2021,Delhi,1698781,1396046,302735
7/4/2021,Delhi,1784983,1469113,315870
8/4/2021,Delhi,1897519,1565572,331947
9/4/2021,Delhi,1956686,1613146,343540
10/4/2021,Delhi,2062691,1705350,357341
11/4/2021,Delhi,2145719,1780609,365110
12/4/2021,Delhi,2235902,1855493,380409
13/04/2021,Delhi,2304883,1912002,392881
14/04/2021,Delhi,2376987,1971274,405713
15/04/2021,Delhi,2454871,2031982,422889
16/04/2021,Delhi,2504071,2065695,438376
17/04/2021,Delhi,2572685,2121099,451586
18/04/2021,Delhi,2621277,2162307,458970
19/04/2021,Delhi,2682092,2202752,479340
20/04/2021,Delhi,2732507,2238271,494236
21/04/2021,Delhi,2787116,2277803,509313
22/04/2021,Delhi,2855657,2325997,529660
23/04/2021,Delhi,2891857,2347381,544476
24/04/2021,Delhi,2962231,2395935,566296
25/04/2021,Delhi,3003477,2425352,578125
26/04/2021,Delhi,3061567,2461970,599597
27/04/2021,Delhi,3114832,2495676,619156
28/04/2021,Delhi,3147893,2512508,635385
29/04/2021,Delhi,3224828,2558135,666693
30/04/2021,Delhi,3271950,2581651,690299
1/5/2021,Delhi,3323249,2611942,711307
2/5/2021,Delhi,3324902,2613227,711675
3/5/2021,Delhi,3415728,2676373,739355
4/5/2021,Delhi,3507635,2742953,764682
5/5/2021,Delhi,3576091,2800013,776078
6/5/2021,Delhi,3693814,2883317,810497
7/5/2021,Delhi,3774068,2951479,822589
8/5/2021,Delhi,3905912,3044458,861454
9/5/2021,Delhi,3907469,3045394,862075
10/5/2021,Delhi,4051457,3142198,909259
11/5/2021,Delhi,4183896,3229399,954497
12/5/2021,Delhi,4259338,3292311,967027
13/05/2021,Delhi,4385905,3378261,1007644
14/05/2021,Delhi,4390592,3381649,1008943
15/05/2021,Delhi,4511407,3464560,1046847
16/05/2021,Delhi,4603220,3544850,1058370
17/05/2021,Delhi,4717683,3639716,1077967
18/05/2021,Delhi,4824666,3729586,1095080
19/05/2021,Delhi,4893993,3791772,1102221
20/05/2021,Delhi,4972927,3849484,1123443
21/05/2021,Delhi,5023829,3891569,1132260
22/05/2021,Delhi,5089359,3937525,1151834
23/05/2021,Delhi,5094051,3941970,1152081
24/05/2021,Delhi,5149101,3982667,1166434
25/05/2021,Delhi,5193420,4016461,1176959
26/05/2021,Delhi,5227641,4047233,1180408
27/05/2021,Delhi,5267046,4081178,1185868
28/05/2021,Delhi,5298144,4109416,1188728
29/05/2021,Delhi,5352466,4148595,1203871
30/05/2021,Delhi,5362104,4157813,1204291
31/05/2021,Delhi,5419341,4194986,1224355
1/6/2021,Delhi,5469628,4228359,1241269
2/6/2021,Delhi,5506534,4257176,1249358
3/6/2021,Delhi,5559386,4294738,1264648
4/6/2021,Delhi,5599054,4329324,1269730
5/6/2021,Delhi,5656091,4371075,1285016
6/6/2021,Delhi,5671497,4385618,1285879
7/6/2021,Delhi,5737887,4419597,1318290
8/6/2021,Delhi,5786229,4445352,1340877
9/6/2021,Delhi,5834482,4471099,1363383
10/6/2021,Delhi,5916278,4521905,1394373
11/6/2021,Delhi,5995748,4583464,1412284
12/6/2021,Delhi,6079589,4638935,1440654
13/06/2021,Delhi,6094030,4650867,1443163
14/06/2021,Delhi,6154661,4690576,1464085
15/06/2021,Delhi,6208289,4719321,1488968
16/06/2021,Delhi,6263721,4756248,1507473
17/06/2021,Delhi,6355530,4818228,1537302
18/06/2021,Delhi,6434195,4881510,1552685
19/06/2021,Delhi,6522118,4943731,1578387
20/06/2021,Delhi,6533793,4953785,1580008
21/06/2021,Delhi,6611234,5013438,1597796
22/06/2021,Delhi,6697233,5080592,1616641
23/06/2021,Delhi,6807716,5179708,1628008
24/06/2021,Delhi,6966205,5318124,1648081
25/06/2021,Delhi,7121582,5456691,1664891
26/06/2021,Delhi,7329652,5629446,1700206
27/06/2021,Delhi,7339238,5636415,1702823
28/06/2021,Delhi,7543922,5801102,1742820
29/06/2021,Delhi,7747246,5967019,1780227
30/06/2021,Delhi,7893534,6088879,1804655
1/7/2021,Delhi,8051352,6214708,1836644
2/7/2021,Delhi,8212088,6345189,1866899
3/7/2021,Delhi,8373332,6466496,1906836
4/7/2021,Delhi,8382839,6472151,1910688
5/7/2021,Delhi,8463689,6523882,1939807
6/7/2021,Delhi,8498379,6543046,1955333
7/7/2021,Delhi,,,
8/7/2021,Delhi,,,
9/7/2021,Delhi,,,
10/7/2021,Delhi,,,
11/7/2021,Delhi,,,
12/7/2021,Delhi,,,
13/07/2021,Delhi,,,
14/07/2021,Delhi,,,
15/07/2021,Delhi,,,
16/01/2021,Goa,50,50,0
17/01/2021,Goa,50,50,0
18/01/2021,Goa,47,47,0
19/01/2021,Goa,72,72,0
20/01/2021,Goa,72,72,0
21/01/2021,Goa,72,72,0
22/01/2021,Goa,300,300,0
23/01/2021,Goa,971,971,0
24/01/2021,Goa,1033,1033,0
25/01/2021,Goa,1285,1285,0
26/01/2021,Goa,1290,1290,0
27/01/2021,Goa,1844,1844,0
28/01/2021,Goa,2394,2394,0
29/01/2021,Goa,2752,2752,0
30/01/2021,Goa,3464,3464,0
31/01/2021,Goa,3466,3466,0
1/2/2021,Goa,3860,3860,0
2/2/2021,Goa,4720,4720,0
3/2/2021,Goa,5582,5582,0
4/2/2021,Goa,6532,6532,0
5/2/2021,Goa,7195,7195,0
6/2/2021,Goa,7460,7460,0
7/2/2021,Goa,7462,7462,0
8/2/2021,Goa,7800,7800,0
9/2/2021,Goa,8607,8607,0
10/2/2021,Goa,9656,9656,0
11/2/2021,Goa,11086,11086,0
12/2/2021,Goa,12743,12743,0
13/02/2021,Goa,13586,13277,309
14/02/2021,Goa,13586,13277,309
15/02/2021,Goa,14279,13942,337
16/02/2021,Goa,14463,14123,340
17/02/2021,Goa,15040,14700,340
18/02/2021,Goa,14303,13960,343
19/02/2021,Goa,16002,15417,585
20/02/2021,Goa,17395,16122,1273
21/02/2021,Goa,17395,16122,1273
22/02/2021,Goa,18143,16651,1492
23/02/2021,Goa,18419,16916,1503
24/02/2021,Goa,19851,17881,1970
25/02/2021,Goa,21121,18693,2428
26/02/2021,Goa,22620,19870,2750
27/02/2021,Goa,22620,19870,2750
28/02/2021,Goa,22620,19870,2750
1/3/2021,Goa,22620,19870,2750
2/3/2021,Goa,27005,23398,3607
3/3/2021,Goa,31430,26860,4570
4/3/2021,Goa,36170,30673,5497
5/3/2021,Goa,40430,34005,6425
6/3/2021,Goa,43800,36894,6906
7/3/2021,Goa,43808,36902,6906
8/3/2021,Goa,47499,40153,7346
9/3/2021,Goa,43940,36027,7913
10/3/2021,Goa,47253,38493,8760
11/3/2021,Goa,50241,40416,9825
12/3/2021,Goa,55587,44305,11282
13/03/2021,Goa,59312,47645,11667
14/03/2021,Goa,59323,47655,11668
15/03/2021,Goa,64652,52403,12249
16/03/2021,Goa,78377,65739,12638
17/03/2021,Goa,85431,72357,13074
18/03/2021,Goa,88064,74794,13270
19/03/2021,Goa,91419,77616,13803
20/03/2021,Goa,94735,80447,14288
21/03/2021,Goa,94819,80522,14297
22/03/2021,Goa,98125,83315,14810
23/03/2021,Goa,101464,86286,15178
24/03/2021,Goa,104768,88974,15794
25/03/2021,Goa,107821,91525,16296
26/03/2021,Goa,111081,94110,16971
27/03/2021,Goa,113726,96611,17115
28/03/2021,Goa,113726,96611,17115
29/03/2021,Goa,114575,97343,17232
30/03/2021,Goa,118688,100317,18371
31/03/2021,Goa,121981,102595,19386
1/4/2021,Goa,125601,105426,20175
2/4/2021,Goa,129693,108867,20826
3/4/2021,Goa,133134,111519,21615
4/4/2021,Goa,135851,113879,21972
5/4/2021,Goa,139746,116633,23113
6/4/2021,Goa,142463,118691,23772
7/4/2021,Goa,149580,123996,25584
8/4/2021,Goa,155376,128428,26948
9/4/2021,Goa,162057,133268,28789
10/4/2021,Goa,171070,140385,30685
11/4/2021,Goa,178329,147178,31151
12/4/2021,Goa,188080,154523,33557
13/04/2021,Goa,192563,158206,34357
14/04/2021,Goa,203125,167443,35682
15/04/2021,Goa,213122,173909,39213
16/04/2021,Goa,224966,182574,42392
17/04/2021,Goa,237156,191878,45278
18/04/2021,Goa,244577,198368,46209
19/04/2021,Goa,253784,204861,48923
20/04/2021,Goa,264363,212256,52107
21/04/2021,Goa,272843,218280,54563
22/04/2021,Goa,281424,224561,56863
23/04/2021,Goa,289688,230437,59251
24/04/2021,Goa,299120,237544,61576
25/04/2021,Goa,304009,241453,62556
26/04/2021,Goa,313009,248280,64729
27/04/2021,Goa,323213,256196,67017
28/04/2021,Goa,331720,262802,68918
29/04/2021,Goa,340659,269749,70910
30/04/2021,Goa,349718,277125,72593
1/5/2021,Goa,355269,282005,73264
2/5/2021,Goa,358280,284560,73720
3/5/2021,Goa,363592,288805,74787
4/5/2021,Goa,368857,292908,75949
5/5/2021,Goa,373997,296579,77418
6/5/2021,Goa,379927,300663,79264
7/5/2021,Goa,386450,305206,81244
8/5/2021,Goa,392342,309334,83008
9/5/2021,Goa,394413,310955,83458
10/5/2021,Goa,399718,314583,85135
11/5/2021,Goa,405500,318352,87148
12/5/2021,Goa,411191,322251,88940
13/05/2021,Goa,418484,327646,90838
14/05/2021,Goa,425521,332990,92531
15/05/2021,Goa,436458,342243,94215
16/05/2021,Goa,438881,344615,94266
17/05/2021,Goa,444923,350557,94366
18/05/2021,Goa,451943,357502,94441
19/05/2021,Goa,459632,365111,94521
20/05/2021,Goa,466522,371961,94561
21/05/2021,Goa,475384,380740,94644
22/05/2021,Goa,483931,389263,94668
23/05/2021,Goa,485579,390887,94692
24/05/2021,Goa,491326,396608,94718
25/05/2021,Goa,497180,402427,94753
26/05/2021,Goa,503101,408309,94792
27/05/2021,Goa,508928,414098,94830
28/05/2021,Goa,514992,420107,94885
29/05/2021,Goa,521480,426519,94961
30/05/2021,Goa,524372,429393,94979
31/05/2021,Goa,528955,433855,95100
1/6/2021,Goa,533504,438285,95219
2/6/2021,Goa,537792,442390,95402
3/6/2021,Goa,543715,448111,95604
4/6/2021,Goa,551988,456053,95935
5/6/2021,Goa,563779,467529,96250
6/6/2021,Goa,570434,474147,96287
7/6/2021,Goa,581671,485171,96500
8/6/2021,Goa,592178,495452,96726
9/6/2021,Goa,600833,503890,96943
10/6/2021,Goa,608564,511379,97185
11/6/2021,Goa,614418,516897,97521
12/6/2021,Goa,621644,523796,97848
13/06/2021,Goa,638918,541029,97889
14/06/2021,Goa,658193,559670,98523
15/06/2021,Goa,676789,577925,98864
16/06/2021,Goa,691969,592719,99250
17/06/2021,Goa,708794,609077,99717
18/06/2021,Goa,726686,626378,100308
19/06/2021,Goa,747361,646436,100925
20/06/2021,Goa,760206,659181,101025
21/06/2021,Goa,776098,674546,101552
22/06/2021,Goa,791272,688792,102480
23/06/2021,Goa,805001,701689,103312
24/06/2021,Goa,818202,713714,104488
25/06/2021,Goa,833836,728178,105658
26/06/2021,Goa,856142,748351,107791
27/06/2021,Goa,871472,762729,108743
28/06/2021,Goa,892220,781063,111157
29/06/2021,Goa,914013,800268,113745
30/06/2021,Goa,934022,817485,116537
1/7/2021,Goa,946993,827800,119193
2/7/2021,Goa,960730,837780,122950
3/7/2021,Goa,980683,852875,127808
4/7/2021,Goa,990480,859902,130578
5/7/2021,Goa,1006988,870453,136535
6/7/2021,Goa,1021435,880174,141261
7/7/2021,Goa,,,
8/7/2021,Goa,,,
9/7/2021,Goa,,,
10/7/2021,Goa,,,
11/7/2021,Goa,,,
12/7/2021,Goa,,,
13/07/2021,Goa,,,
14/07/2021,Goa,,,
15/07/2021,Goa,,,
16/01/2021,Gujarat,1146,1146,0
17/01/2021,Gujarat,2313,2313,0
18/01/2021,Gujarat,2182,2182,0
19/01/2021,Gujarat,4842,4842,0
20/01/2021,Gujarat,4877,4877,0
21/01/2021,Gujarat,8350,8350,0
22/01/2021,Gujarat,13183,13183,0
23/01/2021,Gujarat,44873,44873,0
24/01/2021,Gujarat,46456,46456,0
25/01/2021,Gujarat,62496,62496,0
26/01/2021,Gujarat,62729,62729,0
27/01/2021,Gujarat,68817,68817,0
28/01/2021,Gujarat,132621,132621,0
29/01/2021,Gujarat,187038,187038,0
30/01/2021,Gujarat,211551,211551,0
31/01/2021,Gujarat,251207,251207,0
1/2/2021,Gujarat,284170,284170,0
2/2/2021,Gujarat,306639,306639,0
3/2/2021,Gujarat,326450,326450,0
4/2/2021,Gujarat,360502,360502,0
5/2/2021,Gujarat,404841,404841,0
6/2/2021,Gujarat,448811,448811,0
7/2/2021,Gujarat,468838,468838,0
8/2/2021,Gujarat,537364,537364,0
9/2/2021,Gujarat,617709,617709,0
10/2/2021,Gujarat,683599,683599,0
11/2/2021,Gujarat,726174,726174,0
12/2/2021,Gujarat,749435,749435,0
13/02/2021,Gujarat,759801,759799,2
14/02/2021,Gujarat,761555,761549,6
15/02/2021,Gujarat,783293,774751,8542
16/02/2021,Gujarat,799296,784610,14686
17/02/2021,Gujarat,806425,789722,16703
18/02/2021,Gujarat,799523,773109,26414
19/02/2021,Gujarat,843816,807835,35981
20/02/2021,Gujarat,869257,810715,58542
21/02/2021,Gujarat,870310,810973,59337
22/02/2021,Gujarat,884999,812914,72085
23/02/2021,Gujarat,892463,815413,77050
24/02/2021,Gujarat,896424,817727,78697
25/02/2021,Gujarat,943860,819845,124015
26/02/2021,Gujarat,989315,821729,167586
27/02/2021,Gujarat,989319,821733,167586
28/02/2021,Gujarat,989369,821783,167586
1/3/2021,Gujarat,989369,821783,167586
2/3/2021,Gujarat,1153267,956419,196848
3/3/2021,Gujarat,1234893,1015619,219274
4/3/2021,Gujarat,1397814,1143571,254243
5/3/2021,Gujarat,1580465,1284380,296085
6/3/2021,Gujarat,1745473,1414609,330864
7/3/2021,Gujarat,1749600,1417812,331788
8/3/2021,Gujarat,1919226,1551898,367328
9/3/2021,Gujarat,1719245,1307844,411401
10/3/2021,Gujarat,1766662,1332660,434002
11/3/2021,Gujarat,1776940,1341652,435288
12/3/2021,Gujarat,1947430,1462283,485147
13/03/2021,Gujarat,2073148,1559499,513649
14/03/2021,Gujarat,2083779,1568700,515079
15/03/2021,Gujarat,2231425,1691481,539944
16/03/2021,Gujarat,2772614,2208185,564429
17/03/2021,Gujarat,2923717,2349458,574259
18/03/2021,Gujarat,3112038,2521859,590179
19/03/2021,Gujarat,3309060,2705730,603330
20/03/2021,Gujarat,3546628,2933180,613448
21/03/2021,Gujarat,3756195,3140047,616148
22/03/2021,Gujarat,3931630,3308984,622646
23/03/2021,Gujarat,4201102,3571094,630008
24/03/2021,Gujarat,4381443,3746626,634817
25/03/2021,Gujarat,4618906,3979710,639196
26/03/2021,Gujarat,4861329,4217590,643739
27/03/2021,Gujarat,5116383,4469272,647111
28/03/2021,Gujarat,5207119,4559341,647778
29/03/2021,Gujarat,5225227,4576803,648424
30/03/2021,Gujarat,5438943,4769080,669863
31/03/2021,Gujarat,5655568,4961044,694524
1/4/2021,Gujarat,5937684,5220204,717480
2/4/2021,Gujarat,6454155,5696407,757748
3/4/2021,Gujarat,6838585,6049037,789548
4/4/2021,Gujarat,7313218,6481838,831380
5/4/2021,Gujarat,7584968,6722336,862632
6/4/2021,Gujarat,7787907,6904732,883175
7/4/2021,Gujarat,8108812,7190429,918383
8/4/2021,Gujarat,8473351,7499654,973697
9/4/2021,Gujarat,8772856,7748080,1024776
10/4/2021,Gujarat,9055878,7982633,1073245
11/4/2021,Gujarat,9258859,8155231,1103628
12/4/2021,Gujarat,9497513,8342548,1154965
13/04/2021,Gujarat,9703358,8501205,1202153
14/04/2021,Gujarat,9866787,8622576,1244211
15/04/2021,Gujarat,10026689,8728318,1298371
16/04/2021,Gujarat,10165300,8814264,1351036
17/04/2021,Gujarat,10336808,8921355,1415453
18/04/2021,Gujarat,10450564,8991639,1458925
19/04/2021,Gujarat,10620128,9083040,1537088
20/04/2021,Gujarat,10806479,9181042,1625437
21/04/2021,Gujarat,10937835,9250895,1686940
22/04/2021,Gujarat,11098076,9328416,1769660
23/04/2021,Gujarat,11266124,9412213,1853911
24/04/2021,Gujarat,11436249,9495699,1940550
25/04/2021,Gujarat,11537861,9549793,1988068
26/04/2021,Gujarat,11720832,9634190,2086642
27/04/2021,Gujarat,11901253,9718868,2182385
28/04/2021,Gujarat,12053881,9787160,2266721
29/04/2021,Gujarat,12251389,9873924,2377465
30/04/2021,Gujarat,12457754,9965407,2492347
1/5/2021,Gujarat,12679389,10092582,2586807
2/5/2021,Gujarat,12803024,10161231,2641793
3/5/2021,Gujarat,12966110,10243032,2723078
4/5/2021,Gujarat,13094157,10330960,2763197
5/5/2021,Gujarat,13267196,10417828,2849368
6/5/2021,Gujarat,13473812,10505574,2968238
7/5/2021,Gujarat,13680484,10593635,3086849
8/5/2021,Gujarat,13881007,10676626,3204381
9/5/2021,Gujarat,14036695,10741045,3295650
10/5/2021,Gujarat,14301060,10840347,3460713
11/5/2021,Gujarat,14610441,10952235,3658206
12/5/2021,Gujarat,14767554,11041502,3726052
13/05/2021,Gujarat,14975803,11145747,3830056
14/05/2021,Gujarat,15019896,11180770,3839126
15/05/2021,Gujarat,15055582,11213044,3842538
16/05/2021,Gujarat,15085762,11243101,3842661
17/05/2021,Gujarat,15086042,11243305,3842737
18/05/2021,Gujarat,15086347,11243561,3842786
19/05/2021,Gujarat,15087757,11244920,3842837
20/05/2021,Gujarat,15178758,11322050,3856708
21/05/2021,Gujarat,15283427,11411002,3872425
22/05/2021,Gujarat,15409606,11511484,3898122
23/05/2021,Gujarat,15516777,11596730,3920047
24/05/2021,Gujarat,15704013,11761248,3942765
25/05/2021,Gujarat,15900264,11931536,3968728
26/05/2021,Gujarat,16089270,12096866,3992404
27/05/2021,Gujarat,16288328,12267948,4020380
28/05/2021,Gujarat,16506745,12450336,4056409
29/05/2021,Gujarat,16724256,12634113,4090143
30/05/2021,Gujarat,16910245,12795634,4114611
31/05/2021,Gujarat,17110619,12965663,4144956
1/6/2021,Gujarat,17309564,13131370,4178194
2/6/2021,Gujarat,17486132,13283712,4202420
3/6/2021,Gujarat,17665975,13433285,4232690
4/6/2021,Gujarat,17936071,13674583,4261488
5/6/2021,Gujarat,18201215,13915183,4286032
6/6/2021,Gujarat,18427691,14128072,4299619
7/6/2021,Gujarat,18686516,14359541,4326975
8/6/2021,Gujarat,18949901,14587473,4362428
9/6/2021,Gujarat,19203211,14801548,4401663
10/6/2021,Gujarat,19478852,15022634,4456218
11/6/2021,Gujarat,19769106,15262470,4506636
12/6/2021,Gujarat,20068185,15522137,4546048
13/06/2021,Gujarat,20303072,15729860,4573212
14/06/2021,Gujarat,20587151,15979244,4607907
15/06/2021,Gujarat,20855692,16214004,4641688
16/06/2021,Gujarat,21112010,16440786,4671224
17/06/2021,Gujarat,21334287,16632294,4701993
18/06/2021,Gujarat,21596263,16854511,4741752
19/06/2021,Gujarat,21903561,17116300,4787261
20/06/2021,Gujarat,22099535,17278756,4820779
21/06/2021,Gujarat,22619651,17730463,4889188
22/06/2021,Gujarat,23067276,18105136,4962140
23/06/2021,Gujarat,23513610,18475269,5038341
24/06/2021,Gujarat,23968923,18826982,5141941
25/06/2021,Gujarat,24271144,19053252,5217892
26/06/2021,Gujarat,24657300,19330981,5326319
27/06/2021,Gujarat,24887523,19500271,5387252
28/06/2021,Gujarat,25141162,19683467,5457695
29/06/2021,Gujarat,25408616,19872911,5535705
30/06/2021,Gujarat,25692042,20070872,5621170
1/7/2021,Gujarat,25973769,20266271,5707498
2/7/2021,Gujarat,26219791,20427199,5792592
3/7/2021,Gujarat,26552791,20653026,5899765
4/7/2021,Gujarat,26815799,20835546,5980253
5/7/2021,Gujarat,27118289,21037286,6081003
6/7/2021,Gujarat,27331752,21181190,6150562
7/7/2021,Gujarat,,,
8/7/2021,Gujarat,,,
9/7/2021,Gujarat,,,
10/7/2021,Gujarat,,,
11/7/2021,Gujarat,,,
12/7/2021,Gujarat,,,
13/07/2021,Gujarat,,,
14/07/2021,Gujarat,,,
15/07/2021,Gujarat,,,
16/01/2021,Haryana,1864,1864,0
17/01/2021,Haryana,2069,2069,0
18/01/2021,Haryana,5360,5360,0
19/01/2021,Haryana,11728,11728,0
20/01/2021,Haryana,12354,12354,0
21/01/2021,Haryana,21411,21411,0
22/01/2021,Haryana,33730,33730,0
23/01/2021,Haryana,43350,43350,0
24/01/2021,Haryana,44934,44934,0
25/01/2021,Haryana,72277,72277,0
26/01/2021,Haryana,72583,72583,0
27/01/2021,Haryana,80541,80541,0
28/01/2021,Haryana,87153,87153,0
29/01/2021,Haryana,92685,92685,0
30/01/2021,Haryana,95143,95143,0
31/01/2021,Haryana,95245,95245,0
1/2/2021,Haryana,96304,96304,0
2/2/2021,Haryana,97213,97213,0
3/2/2021,Haryana,99192,99192,0
4/2/2021,Haryana,103334,103334,0
5/2/2021,Haryana,107280,107280,0
6/2/2021,Haryana,108966,108966,0
7/2/2021,Haryana,110591,110591,0
8/2/2021,Haryana,140415,140415,0
9/2/2021,Haryana,157055,157055,0
